created_at,text,sentiment
2017-12-06T01:44:05Z,$QQQ FIVE MINUTE TRADES ARE WORKING -  $BABA $FB $NFLX $AAPL $AMZN $UVXY $SPX $SPY   It&#39;s crazy how good they work  http://www.tradewithjoe.com/trading-the-opening-five-minute-candle/,Neutral
2017-12-06T01:42:32Z,$QQQ We played the bounce in tech w/ $BABA calls at open. In at 370 and ran to 800+ $FB $AMZN $GOOGL $NFLX all bounced. #STUDY,Neutral
2017-12-06T01:42:08Z,"Take Advantage of This Weakness in Amazon, $AMZN looks undervalued below $1220  http://tradingwiththetrend.com/2017/12/05/2873/",Bullish
2017-12-06T01:37:14Z,Foot Locker Made Big Share Repurchases In Q3! https://seekingalpha.com/article/4126497-foot-locker-made-big-share-repurchases-q3 $FL $DKS $BGFV $HIBB $CAB $AMZN,Bullish
2017-12-06T01:33:25Z,"$AMZN #Google pulls YouTube from #Amazon devices, escalating spat https://www.reuters.com/article/us-amazon-com-tech-alphabet/google-pulls-youtube-from-amazon-devices-escalating-spat-idUSKBN1DZ37O?feedType=RSS&amp;feedName=businessNews&amp;utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+reuters%2FbusinessNews+%28Business+News%29 $GOOG $GOOGL",Neutral
2017-12-06T01:32:45Z,"$AMZN got out this morning, going to wait for a retrace and then back in for some more love.",Neutral
2017-12-06T01:29:20Z,🔴McOscilator  🔻&lt;50d $fb $goog $nvda $flex $sne $soxx $nflx  MACD bear❌ $amzn $msft $amat $aapl  🔻&lt;200d $hrb,Bearish
2017-12-06T01:26:55Z,$AMZN sold it all . Goodbye,Bearish
2017-12-06T01:23:50Z,$BAC $AAPL $MU $FB $BABA $AMD $NVDA $WFC $GE $SNAP $VRX $MSFT $AMZN $JPM $QCOM $TSLA $INTC-12/5 Most active options,Neutral
2017-12-06T01:22:13Z,Amazon.com initiated by Evercore ISI at outperform. http://www.marketbeat.com/r/937737 $AMZN,Neutral
2017-12-06T01:21:42Z,"$AMZN Google pulls YouTube from Amazon devices, escalating spat https://themarketisopen.com/posts/google-pulls-youtube-from-amazon-devices-escalating-spat-2",Neutral
2017-12-06T01:21:08Z,"$AMZN Google pulls YouTube from Amazon devices, escalating spat https://themarketisopen.com/posts/google-pulls-youtube-from-amazon-devices-escalating-spat",Neutral
2017-12-06T01:18:35Z,"$AMZN $RBC Amazon cancels pharma license application in Maine, raising questions about its health-care plans https://themarketisopen.com/posts/amazon-cancels-pharma-license-application-in-maine-raising-questions-about-its-health-care-plans",Neutral
2017-12-06T01:18:27Z,$AMZN Google pulls YouTube from Amazon&#39;s streaming device as battle of tech giants heats up https://themarketisopen.com/posts/google-pulls-youtube-from-amazon-s-streaming-device-as-battle-of-tech-giants-heats-up,Neutral
2017-12-06T01:18:21Z,$AMZN $FB $GOOGL I think FB will take a pass on China and concentrate on India right now. Only 28% penetration smart phone currently.,Neutral
2017-12-06T01:17:54Z,$AMZN Amazon Video&#39;s former engineering head returns after just six months to join Alexa https://themarketisopen.com/posts/amazon-video-s-former-engineering-head-returns-after-just-six-months-to-join-alexa,Neutral
2017-12-06T01:11:32Z,"@WallStreetGents $AMZN uhh the stock went red into close... no catalyst this week being shown. The gap is being tested. $1,050 is support.",Bearish
2017-12-06T01:03:35Z,"@WallStreetGents $AMZN the gap from $980 to $1,050 in the chart... that is likely to get filled very soon. By Friday 🤮",Bearish
2017-12-06T01:03:27Z,"@Trade4moneydaily forget in the AM, i&#39;m thinking in weeks as $RIOT hit $23. make your own call obviously. but $AMZN like movements possible.",Bullish
2017-12-06T01:00:31Z,$AMZN +18.30% past 3 months down -7% from highs of 22.50%,Neutral
2017-12-06T00:54:59Z,$AMZN $FB $GOOGL Fat chance the Chinese will ever let them in.,Bearish
2017-12-06T00:48:00Z,$AMZN $GOOGL $SQ,Neutral
2017-12-06T00:45:09Z,$AMZN bad news is bad news.. gap down tomorrow 🤮,Bearish
2017-12-06T00:40:20Z,$QQQ $SPY $IWM $AMZN $PYPL $BABA $AAPL $NVDA $OLED $SINA $TTWO $SWKS $AVGO $PCLN $FB $NFLX - sold a gang of 45DTE credit spreads,Bullish
2017-12-06T00:31:14Z,@MakeItRain @knifdag thats why i hold some shares of $ebay &amp; $amzn,Neutral
2017-12-06T00:30:47Z,"Dow drops 109 points, $AMZN $GOOGL $SQ bounce. https://www.periscope.tv/NaviAvatar",Neutral
2017-12-06T00:22:48Z,"$AMZN back down to $1,050 - $980 by Friday 🤮",Bearish
2017-12-06T00:21:12Z,$AMZN so have ya heard? Google is pulling YouTube from all Amazon Streaming Devices. Lmfao! Bloodbath tomorrow🤮,Bearish
2017-12-06T00:17:12Z,The State of the 30 Largest Companies on the Stock Market - https://buff.ly/2kn9gC5  | $INTC $AMZN $AAPL $BAC $XOM $GOOG $MSFT $T,Neutral
2017-12-06T00:17:12Z,"$AMZN the amazon dash buttons are awesome, i know i&#39;m probably paying alittle more but when i run out of gatorade, i just press the button !",Bullish
2017-12-06T00:16:04Z,"$AMZN i love my amazon dash buttons, i have ordered more packages in this month then all last year becuase of them, my fridge is covered!",Neutral
2017-12-06T00:15:39Z,$AMZN Google is preventing YouTube from working on Amazon products ...there will be a way around this. AMZN will succeed.💰,Neutral
2017-12-06T00:14:50Z,Google blocks YouTube on Amazon devices in escalating feud $AMZN #AMZN #Technology #Televisionprograms #Internetserviceproviders https://ww,Neutral
2017-12-06T00:05:25Z,$AMZN 1200 by tomorrow. Might as well. 😂😂😂,Neutral
2017-12-06T00:01:07Z,@broshto $AMZN got out last surge upGot some Puts ready in the A.M.- Neutral as in I have no feeling toward the stock. I don’t play investor,Neutral
2017-12-05T23:58:42Z,Forget China. India is where the growth is for Big Tech. The battle is on. $TCEHY $BABA $AMZN $MSFT $GOOGL $FB https://soundcloud.com/zacks-investment-research/podcast-110?utm_source=soundcloud&amp;utm_campaign=share&amp;utm_medium=twitter,Neutral
2017-12-05T23:46:38Z,Free video with setups for Dec 6 &quot;Let This Play Out&quot; $AAPL $FSLR $AMZN   $TSLA https://www.learnstocks101.com/stock-market-analysis/2017/12/let-play-out,Neutral
2017-12-05T23:46:36Z,$spy $spx $soxx $mu $nvda $avgo $amzn $tsla $jpm $xlf,Neutral
2017-12-05T23:39:09Z,@dabizwhiz I&#39;d be looking for a new company to deal with if $SHOP were bought by $AMZN. Too much Amazon in everything.,Neutral
2017-12-05T23:23:36Z,$SHOP i am starting to think Shopify will be bought out soon either $AMZN $EBAY $SQ $FB $SQ thoughts?,Neutral
2017-12-05T23:23:01Z,"Besides having an excellent technical rating, $AMZN also presents a decent setup pattern. Prices have been cons ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=SETUP#/AMZN?key=7e23e545-7a86-47d1-a0b4-6048c3164d97",Neutral
2017-12-05T23:21:59Z,"Amazon&#39;s Booming Apparel Business In Position To Pass Macy&#39;s, TJX $AMZN $WMT $M $TJX http://bit.ly/2BzpBaj",Neutral
2017-12-05T23:21:08Z,"$AMZN analysts on Estimize are expecting 16.48% YoY EPS growth for Q4, up from 0.00% in Q3 [Reporting 02/01 AMC] http://www.estimize.com/intro/amzn?utm_content=AMZN&amp;amp;utm_medium=eps_growth&amp;amp;utm_source=stocktwits#chart=historical",Neutral
2017-12-05T23:12:33Z,$RAD https://www.google.com/amp/s/www.cnbc.com/amp/2017/11/21/cowen-an-amazon-rite-aid-deal-makes-sense.html $Amzn figures its cheaper to buy them than get license$,Bullish
2017-12-05T23:07:39Z,is $ROKU &quot;Switzerland&quot;/ #neutralzone re: what&#39;s going on between $AMZN #fire and $GOOG &#39;s #youtube #video stresses/competition,Neutral
2017-12-05T23:00:53Z,$AMZN Literally did 99% of my Christmas shopping on amazon. I’m part of everything that’s wrong with society. ;),Bullish
2017-12-05T22:57:06Z,Nice job TJ 🔥🔥 @SwingingForward  $CUR $mara $amzn $gbtc $btcs $btsc $DPW $galt $BTCUSD,Neutral
2017-12-05T22:55:19Z,#United #DividedWeFall @UnitedTraders $CUR $mara $amzn $gbtc $btcs $btsc $DPW $galt $BTCUSD,Neutral
2017-12-05T22:50:10Z,Setups liked today that we&#39;ll be watching again tomorrow. $NKE $GOOS $PBI $SKX $CBI $FNKO $DDD $GOOGL $FSLR $AMZN $JDST $DUST $QQQ,Bullish
2017-12-05T22:35:04Z,$DJIA $SPX $QQQ $BABA $MSFT $AMZN $AAPL $GOOG $FB $NFLX $BTC.X $USDCAD $EURUSD $USDJPY $GBPUSD $COMPQ: Trade Humor!,Neutral
2017-12-05T22:33:59Z,$BAC $UVXY SPY $C $AMZN $GOOGL $FB $NVDA $AAPL $MSFT $WMT $tsla $BABA $WFC  glad i only lost 900 what a joke of a market Trump&#39;s an idiot,Bearish
2017-12-05T22:33:27Z,Price Returns vs Expected Daily Move $RGC $EBAY $SBUX $WMT $AMZN $NFLX $BABA $HD $UNP $CMCSA $M $DIS http://tinyurl.com/y7zbwhgq,Neutral
2017-12-05T22:28:37Z,"$AMZN CNBC is about amzn, basically nobody does it better",Bullish
2017-12-05T22:25:04Z,"Technology Can&#39;t Hold Rally, As Stock Prices Continue To Fade $spy $spx $soxx $mu $nvda $avgo $amzn $tsla $jpm $xlf https://mottcapitalmanagement.com/technology-cant-hold-stock-prices-fade/",Neutral
2017-12-05T22:19:58Z,$AMZN another fantastic short day,Neutral
2017-12-05T22:11:21Z,"$GOOGL removing youtube from $AMZN Echo, FireTV as $AMZN doesn&#39;t sell some Google/Nest products http://www.opiniontrade.com/stock.html?top-search=GOOGL , Who is stronger?",Neutral
2017-12-05T22:09:39Z,Some of our plays today! $CUR $mara $amzn $gbtc $btcs $btsc $DPW $galt $BTCUSD Go team! #united,Bullish
2017-12-05T22:05:45Z,$AMZN $GOOG $GOOGL $ROKU $AAPL Google pulls YouTube from Amazon&#39;s streaming device as battle of tech giants heats up https://www.cnbc.com/2017/12/05/google-pulls-youtube-from-amazon-firetv.html,Neutral
2017-12-05T22:02:09Z,$AMZN does anyone here think there&#39;s any truth to this?,Neutral
2017-12-05T21:57:47Z,$DJIA $SPX $COMPQ $STUDY Update &amp; Stock Recap Inc $DXY $GLD &amp; $SLV $AAPL $BA $FB $BIDU $GOOGL $FB $CAT $AMZN $TSLA https://youtu.be/vimsWC6HF9M,Neutral
2017-12-05T21:51:21Z,@chris13579 You&#39;re right. This isn&#39;t $AMZN. $BABA has a monopoly on China. $AMZN does not.,Neutral
2017-12-05T21:49:22Z,"$AMZN Amazon is already a top apparel retailer, but sales are projected to grow still, according to analysts. Like we didn’t know.💰👍🏻",Neutral
2017-12-05T21:48:05Z,$AMZN http://www.thestreetpoint.com/2017/12/05/wavering-stock-amazon-com-inc-nasdaqamzn-a-catalog-mail-order-houses-company/,Neutral
2017-12-05T21:46:26Z,Should Investors Add a Healthy Dose of CVS after its Pullback this Fall? https://seekingalpha.com/article/4113147-cvs-post-pullback-play  $CVS $WBA $AMZN $WMT $TGT $ESRX $RAD $ANTM,Bullish
2017-12-05T21:45:19Z,$RAD $TSLA $amzn $TGT $MU $AMD $WBA $XOM $AAPL $KR,Neutral
2017-12-05T21:45:14Z,@JohnBer I am neutral concerning $AMZN were in $10-$50 swings daily. I like to be where the money is 💰,Neutral
2017-12-05T21:44:17Z,IS THIS WHAT WS WANTS TO HAPPEN! $RAD $TSLA $AMZN $TGT $MU $AMD $WBA $XOM $AAPL $KR,Neutral
2017-12-05T21:44:08Z,$RAD $amzn $fred https://www.investopedia.com/news/walmart-may-buy-humana-combat-cvsaetna/?utm_source=market-sum&amp;utm_campaign=&amp;utm_term=11483877&amp;utm_content=12/05/2017&amp;utm_medium=email,Neutral
2017-12-05T21:43:34Z,$RAD $TSLA $AMZN $TGT $MU $AMD $WBA $XOM $AAPL $KR,Neutral
2017-12-05T21:43:13Z,"$RAD Share Price of Co&#39;s @ .05X sales: $TSLA = 4.30,  $amzn=20.02, $TGT=6.42, $MU=.92, $AMD.25, $WBA=6.84, $XOM=2.89, $AAPL=2.23, $KR=6.69",Neutral
2017-12-05T21:39:52Z,@broshto $AMZN I never left 🤑 there is so much money to be made off this stock it isn’t funny lol,Neutral
2017-12-05T21:28:47Z,Would $AMZN Need to Be 25% of Corporate America in 5 Years To Justify Its Valuation? https://buff.ly/2zheear,Neutral
2017-12-05T21:25:33Z,$RAD $AMZN will not get licenses it will simply buy a declining company like $rad,Neutral
2017-12-05T21:25:27Z,Getting The BAND Together: 3 Analysts Rate Bandwidth https://benzinga.com/z/10874267 $BAND $CSCO $AMZN $GOOG $MSFT,Neutral
2017-12-05T21:23:00Z,$AMZN CLOSES WITHIN PREVIOUS DAY&#39;S RANGE: https://techniquant.com/reports/stock-amzn-daily-technical-report-for-2017-12-05/,Bullish
2017-12-05T21:22:57Z,$AMZN $WBA $CVS $RAD $ABC $MCK $CAH @tditrader,Neutral
2017-12-05T21:22:27Z,$AMZN http://www.hotstockspoint.com/2017/12/hot-stock-spotlight-amazon-com-inc-nasdaq-amzn/,Neutral
2017-12-05T21:21:44Z,$AMZN Evercore ISI initiates as an outperform https://stocknews.com/news/amzn-evercore-isi-initiates-as-an-outperform/,Neutral
2017-12-05T21:15:55Z,$RAD that would be the simplest route for $amzn,Neutral
2017-12-05T21:10:26Z,$AMZN this thing is toast 🤮 2 more red days to follow in the pattern. Market is very weak.,Bearish
2017-12-05T21:09:36Z,$AMZN,Bullish
2017-12-05T21:05:51Z,$AMZN EXP:12/8/2017|MaxPain:1157.50|HighPutOI:1150.00(1452)|HighCallOI:1200.00(2508) http://www.opricot.com/ticker/amzn/optiongraphs,Neutral
2017-12-05T21:03:50Z,"$AMZN That close was not good if you are long.  Intraday Top at 1159, it closed off 18 points. The comeback was sold off through the day.",Neutral
2017-12-05T21:02:05Z,$AMZN (Rel) stock-market rotation out of tech has been.Scale of tech drop amid broader market advance is quite rare http://on.mktw.net/2iooAtX,Neutral
2017-12-05T21:00:58Z,$AMZN less than exciting day...no mojo in the market or this stock...,Neutral
2017-12-05T21:00:56Z,"$AMZN BLOCKS ON [Dec 05, 2017] FOR AMZN",Neutral
2017-12-05T21:00:29Z,great in for the morning runs $AMZN $AAPL,Bullish
2017-12-05T21:00:27Z,$AMZN $SPY $QQQ $BAC the sign is here,Neutral
2017-12-05T20:59:36Z,$AMZN run forest!,Bullish
2017-12-05T20:59:26Z,"Disney&#39;s (NYSE:DIS) Fox Bid Gains Momentum  $DIA, $FOX, $AMZN, $NFLX  http://www.livetradingnews.com/disneys-nysedis-fox-bid-gains-momentum-64976.html#.WicInUqnGM8",Neutral
2017-12-05T20:59:15Z,$AMZN Making a run for it before it closes!!! nice,Neutral
2017-12-05T20:59:00Z,Buy-Write Search for Xtra Yield $AMD $AAPL $TSLA $INTC $NVDA $C $MS $DDD $R $TWX $VXX $MSFT $TWTR $SPY $QQQ $AMZN https://marketchameleon.com/volReports/optionbuywrite,Neutral
2017-12-05T20:57:50Z,$DPW $AMZN,Neutral
2017-12-05T20:57:30Z,$DPW $AMZN o yea baby I can&#39;t wait for the upgrades and toots to start buying she needs to hold $6+,Neutral
2017-12-05T20:56:50Z,$DPW so $AMZN  IS CREATING A COIN? Is that why they using DPW???,Neutral
2017-12-05T20:53:13Z,"Amazon cancels drug wholesaler license application in Maine https://seekingalpha.com/news/3316444?source=ansh $AMZN, $WBA, $CVS, $RAD, $ABC, $MCK, $CAH",Neutral
2017-12-05T20:52:39Z,$AMZN  tick tock,Bearish
2017-12-05T20:51:13Z,$AMZN no drugs in Maine. Lol,Neutral
2017-12-05T20:48:22Z,"$QD,$MOMO, $BSTI, $YRD, $ENDP, $XON, $VIAB, $OMF, $DB $OCLR $AAPL $AMZN $NVDA $MU $SQ $M $COST $T $XRT $XLF $XLK $QQQ $SPY",Neutral
2017-12-05T20:47:59Z,$AMZN QQQ ending a day with long upper wick showing massive profit taking... not looking good ahead,Neutral
2017-12-05T20:46:55Z,Retail!! $ROKU $AMZN $KR $COST,Neutral
2017-12-05T20:44:48Z,$UEPS buyout from $AMZN for the tech would be nice.,Neutral
2017-12-05T20:43:01Z,"Rotation, Rotation, Rotation: Value Is The New Tech https://benzinga.com/z/10874386 $AAPL $AMZN $NVDA $MU $SQ $M $COST $T $XRT $XLF $XLK $QQQ $SPY",Neutral
2017-12-05T20:42:00Z,Lot of bullishness in FAANG still. It won&#39;t end well for quite a few folks $FB $AMZN $AAPL $NFLX $GOOG,Neutral
2017-12-05T20:37:21Z,$DPW $AMZN look what marketcap sees our potential,Bullish
2017-12-05T20:37:06Z,The monthly StockTwits Power Rankings just dropped. Read it here -&gt; https://blog.stocktwits.com/stocktwits-december-2017-power-rankings-10-stocks-you-need-to-watch-2ff6e34fe5b1  $ROKU $AMZN $KR $COST,Neutral
2017-12-05T20:35:42Z,Kroger Stuns Skeptics With Strong Q3 Results https://seekingalpha.com/article/4128957-kroger-stuns-skeptics-strong-q3-results $KR $WMT $TGT $PUSH $SFM $AMZN $VLGEA $IMKTA $COST,Bullish
2017-12-05T20:35:41Z,$DPW $AMZN,Bullish
2017-12-05T20:34:57Z,$GRPN “+” (Plus) deal claimed 12/5 &amp; ready explore &amp; try more! #Amateurzon $AMZN #Pricelame $PCLN #YelpSucks $YELP,Neutral
2017-12-05T20:31:46Z,$AMZN $DPW W🤑W!,Neutral
2017-12-05T20:30:41Z,$AMZN $DPW - thanks rwildercrypto!!!,Neutral
2017-12-05T20:30:16Z,$AMZN major echo sales..leader in the space..just laying groundwork for future tendies,Bullish
2017-12-05T20:30:11Z,"$AMZN  Below average volume, wonder who was buying this today ?",Bearish
2017-12-05T20:30:05Z,$DPW $amzn buying $dpw never know!!,Neutral
2017-12-05T20:28:06Z,$DPW $AMZN https://globenewswire.com/news-release/2017/12/04/1219845/0/en/DPW-s-Subsidiary-Coolisys-Technologies-Unveils-Its-First-Cryptocurrency-Hardware.html,Bullish
2017-12-05T20:27:12Z,Estimize revenue expectations are 0.05% higher than that of Wall Street for $AMZN Q4 [Reporting 02/01 AMC] http://www.estimize.com/intro/amzn?utm_content=AMZN&amp;amp;utm_medium=revenue_difference&amp;amp;utm_source=stocktwits#chart=change-over-time,Neutral
2017-12-05T20:24:09Z,"$AMZN shows a strong growth in Earnings Per Share. Measured over the last 5 years, the EPS has been growing by ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=FA&amp;utm_content=GROWTH#/AMZN?r=fa&amp;key=7e23e545-7a86-47d1-a0b4-6048c3164d97",Neutral
2017-12-05T20:23:18Z,$RAD Can someone PLEASE explain to me why $amzn is worth 269X what Rite Aid is worth?  but cant even afford to buy them apparently?,Neutral
2017-12-05T20:22:58Z,"Recent $AMZN technical alerts: 1,2,3 Pullback Bullish plus 6 more alerts... https://swingtradebot.com/equities/AMZN",Neutral
2017-12-05T20:22:46Z,$DPW I read those $AMZN domain name rumors every couple months. They do it so no one scams people with the amazon name. Doesn’t mean more,Neutral
2017-12-05T20:22:16Z,"$dpw wow, looking for details. $amzn deal would be huge",Bullish
2017-12-05T20:20:43Z,$AMZN long &amp;,Bullish
2017-12-05T20:20:42Z,"Amazon&#39;s Booming Apparel Business In Position To Pass Macy&#39;s, TJX: http://ow.ly/5yNX30h2eJE $AMZN $M $TJX $WMT",Neutral
2017-12-05T20:20:21Z,Everyone and their dog was giving away Google Minis and Google Homes for dirt cheap. $AMZN $WMT $GOOGL $GOOG,Neutral
2017-12-05T20:20:06Z,$AMZN FU CROOKS!!! So much for my $1170  December calls,Bullish
2017-12-05T20:20:02Z,"$GOOGL Cutting access Youtube from Fire TV $AMZN why they need their own small format stores, buy $RAD",Neutral
2017-12-05T20:19:37Z,"$SPY Protests? I&#39;m shocked. Net neutrality? $FB, $AMZN, $NFLX could be out of business due to restrictions for download speeds. Bad!",Neutral
2017-12-05T20:19:22Z,$DPW $AMZN https://www.investopedia.com/news/why-did-amazon-buy-cryptocurrency-urls/,Bullish
2017-12-05T20:18:28Z,$AMZN $GOOGL $GOOG hitting CNBC,Neutral
2017-12-05T20:17:40Z,$AAPL $AMZN $BRK.B $BABA $CAT $DIS $FB $GOOG $JNJ $MU $PYPL Selloff into the close! After a bad week you’d expect a strong close but nope.,Bullish
2017-12-05T20:16:56Z,Share an idea on $AMZN Amazon buying us??!!!,Neutral
